,Date,total-ridership,agency
1872,11/8/2020,44000,MNR
1873,11/7/2020,66300,MNR
1874,11/6/2020,65000,MNR
1875,11/5/2020,59900,MNR
1876,11/4/2020,56400,MNR
1877,11/3/2020,58100,MNR
1878,11/2/2020,59400,MNR
1879,11/1/2020,35500,MNR
1880,10/31/2020,63600,MNR
1881,10/30/2020,65900,MNR
1882,10/29/2020,60300,MNR
1883,10/28/2020,64000,MNR
1884,10/27/2020,64400,MNR
1885,10/26/2020,64800,MNR
1886,10/25/2020,45000,MNR
1887,10/24/2020,72200,MNR
1888,10/23/2020,71100,MNR
1889,10/22/2020,67000,MNR
1890,10/21/2020,65200,MNR
1891,10/20/2020,63500,MNR
1892,10/19/2020,66000,MNR
1893,10/18/2020,48700,MNR
1894,10/17/2020,70500,MNR
1895,10/16/2020,64900,MNR
1896,10/15/2020,67700,MNR
1897,10/14/2020,66700,MNR
1898,10/13/2020,62700,MNR
1899,10/12/2020,59300,MNR
1900,10/11/2020,45700,MNR
1901,10/10/2020,77300,MNR
1902,10/9/2020,72400,MNR
1903,10/8/2020,65600,MNR
1904,10/7/2020,64300,MNR
1905,10/6/2020,65100,MNR
1906,10/5/2020,62900,MNR
1907,10/4/2020,43900,MNR
1908,10/3/2020,68900,MNR
1909,10/2/2020,67100,MNR
1910,10/1/2020,62100,MNR
1911,9/30/2020,61500,MNR
1912,9/29/2020,59700,MNR
1913,9/28/2020,63800,MNR
1914,9/27/2020,45200,MNR
1915,9/26/2020,66800,MNR
1916,9/25/2020,67900,MNR
1917,9/24/2020,62400,MNR
1918,9/23/2020,62300,MNR
1919,9/22/2020,61000,MNR
1920,9/21/2020,61800,MNR
1921,9/20/2020,41800,MNR
1922,9/19/2020,64600,MNR
1923,9/18/2020,65700,MNR
1924,9/17/2020,61500,MNR
1925,9/16/2020,60700,MNR
1926,9/15/2020,60800,MNR
1927,9/14/2020,60900,MNR
1928,9/13/2020,38100,MNR
1929,9/12/2020,60500,MNR
1930,9/11/2020,65100,MNR
1931,9/10/2020,57100,MNR
1932,9/9/2020,61500,MNR
1933,9/8/2020,63300,MNR
1934,9/7/2020,40300,MNR
1935,9/6/2020,45400,MNR
1936,9/5/2020,64700,MNR
1937,9/4/2020,64200,MNR
1938,9/3/2020,58000,MNR
1939,9/2/2020,53000,MNR
1940,9/1/2020,53100,MNR
1941,8/31/2020,52700,MNR
1942,8/30/2020,41600,MNR
1943,8/29/2020,41300,MNR
1944,8/28/2020,53100,MNR
1945,8/27/2020,48800,MNR
1946,8/26/2020,50800,MNR
1947,8/25/2020,49700,MNR
1948,8/24/2020,50100,MNR
1949,8/23/2020,35300,MNR
1950,8/22/2020,51600,MNR
1951,8/21/2020,53000,MNR
1952,8/20/2020,50900,MNR
1953,8/19/2020,47700,MNR
1954,8/18/2020,47900,MNR
1955,8/17/2020,49400,MNR
1956,8/16/2020,28500,MNR
1957,8/15/2020,51400,MNR
1958,8/14/2020,50700,MNR
1959,8/13/2020,46500,MNR
1960,8/12/2020,46800,MNR
1961,8/11/2020,46700,MNR
1962,8/10/2020,46800,MNR
1963,8/9/2020,32200,MNR
1964,8/8/2020,43600,MNR
1965,8/7/2020,42400,MNR
1966,8/6/2020,38800,MNR
1967,8/5/2020,36900,MNR
1968,8/4/2020,31100,MNR
1969,8/3/2020,45900,MNR
1970,8/2/2020,28100,MNR
1971,8/1/2020,48700,MNR
1972,7/31/2020,50900,MNR
1973,7/30/2020,48600,MNR
1974,7/29/2020,48500,MNR
1975,7/28/2020,45800,MNR
1976,7/27/2020,45700,MNR
1977,7/26/2020,32300,MNR
1978,7/25/2020,47600,MNR
1979,7/24/2020,49000,MNR
1980,7/23/2020,47000,MNR
1981,7/22/2020,46700,MNR
1982,7/21/2020,48000,MNR
1983,7/20/2020,46800,MNR
1984,7/19/2020,29900,MNR
1985,7/18/2020,45500,MNR
1986,7/17/2020,47400,MNR
1987,7/16/2020,47400,MNR
1988,7/15/2020,46900,MNR
1989,7/14/2020,46200,MNR
1990,7/13/2020,46200,MNR
1991,7/12/2020,31800,MNR
1992,7/11/2020,35300,MNR
1993,7/10/2020,39700,MNR
1994,7/9/2020,45500,MNR
1995,7/8/2020,43400,MNR
1996,7/7/2020,44100,MNR
1997,7/6/2020,44300,MNR
1998,7/5/2020,30600,MNR
1999,7/4/2020,41800,MNR
2000,7/3/2020,42900,MNR
2001,7/2/2020,45500,MNR
2002,7/1/2020,40000,MNR
2003,6/30/2020,40900,MNR
2004,6/29/2020,42600,MNR
2005,6/28/2020,26200,MNR
2006,6/27/2020,34800,MNR
2007,6/26/2020,41500,MNR
2008,6/25/2020,38200,MNR
2009,6/24/2020,38000,MNR
2010,6/23/2020,37600,MNR
2011,6/22/2020,38400,MNR
2012,6/21/2020,27600,MNR
2013,6/20/2020,36000,MNR
2014,6/19/2020,38800,MNR
2015,6/18/2020,35800,MNR
2016,6/17/2020,36300,MNR
2017,6/16/2020,34100,MNR
2018,6/15/2020,34500,MNR
2019,6/14/2020,22700,MNR
2020,6/13/2020,32400,MNR
2021,6/12/2020,33700,MNR
2022,6/11/2020,29100,MNR
2023,6/10/2020,30800,MNR
2024,6/9/2020,29500,MNR
2025,6/8/2020,30500,MNR
2026,6/7/2020,18500,MNR
2027,6/6/2020,23600,MNR
2028,6/5/2020,25200,MNR
2029,6/4/2020,25500,MNR
2030,6/3/2020,23500,MNR
2031,6/2/2020,24600,MNR
2032,6/1/2020,24500,MNR
2033,5/31/2020,14700,MNR
2034,5/30/2020,20300,MNR
2035,5/29/2020,21200,MNR
2036,5/28/2020,20400,MNR
2037,5/27/2020,21000,MNR
2038,5/26/2020,21800,MNR
2039,5/25/2020,19000,MNR
2040,5/24/2020,14100,MNR
2041,5/23/2020,14000,MNR
2042,5/22/2020,19900,MNR
2043,5/21/2020,19200,MNR
2044,5/20/2020,18500,MNR
2045,5/19/2020,18700,MNR
2046,5/18/2020,19200,MNR
2047,5/17/2020,3300,MNR
2048,5/16/2020,18400,MNR
2049,5/15/2020,45300,MNR
2050,5/14/2020,16400,MNR
2051,5/13/2020,17200,MNR
2052,5/12/2020,16700,MNR
2053,5/11/2020,16700,MNR
2054,5/10/2020,9200,MNR
2055,5/9/2020,11100,MNR
2056,5/8/2020,15200,MNR
2057,5/7/2020,16200,MNR
2058,5/6/2020,14700,MNR
2059,5/5/2020,15500,MNR
2060,5/4/2020,15800,MNR
2061,5/3/2020,7600,MNR
2062,5/2/2020,10900,MNR
2063,5/1/2020,12400,MNR
2064,4/30/2020,14400,MNR
2065,4/29/2020,14800,MNR
2066,4/28/2020,15400,MNR
2067,4/27/2020,15000,MNR
2068,4/26/2020,5400,MNR
2069,4/25/2020,9100,MNR
2070,4/24/2020,13200,MNR
2071,4/23/2020,13800,MNR
2072,4/22/2020,14100,MNR
2073,4/21/2020,13700,MNR
2074,4/20/2020,14800,MNR
2075,4/19/2020,6000,MNR
2076,4/18/2020,7200,MNR
2077,4/17/2020,13500,MNR
2078,4/16/2020,13800,MNR
2079,4/15/2020,13800,MNR
2080,4/14/2020,14100,MNR
2081,4/13/2020,13000,MNR
2082,4/12/2020,5100,MNR
2083,4/11/2020,7600,MNR
2084,4/10/2020,13000,MNR
2085,4/9/2020,12900,MNR
2086,4/8/2020,13500,MNR
2087,4/7/2020,14100,MNR
2088,4/6/2020,14400,MNR
2089,4/5/2020,5600,MNR
2090,4/4/2020,8100,MNR
2091,4/3/2020,13200,MNR
2092,4/2/2020,13700,MNR
2093,4/1/2020,13600,MNR
